company;from_lat;from_lan;to_lat;to_lan;distance;depart;duration;driver_sex;driver_age;price
1;30.42018;-9.59815;27.154512;-13.1953921;504.81716920037616;20:00;689.0;1;0;250.0
1;30.42018;-9.59815;27.154512;-13.1953921;504.81716920037616;21:00;689.0;1;0;200.0
1;30.42018;-9.59815;27.154512;-13.1953921;504.81716920037616;21:15;614.0;1;0;250.0
1;30.42018;-9.59815;27.154512;-13.1953921;504.81716920037616;21:15;614.0;1;0;250.0
1;30.42018;-9.59815;33.5546622;-7.6313839;394.92214545707327;00:30;410.0;1;0;220.0
1;30.42018;-9.59815;33.5546622;-7.6313839;394.92214545707327;07:15;425.0;1;0;220.0
1;30.42018;-9.59815;33.5546622;-7.6313839;394.92214545707327;08:00;380.0;1;0;220.0
1;30.42018;-9.59815;33.5546622;-7.6313839;394.92214545707327;09:00;380.0;1;0;240.0
1;30.42018;-9.59815;33.5546622;-7.6313839;394.92214545707327;11:00;380.0;1;0;220.0
1;30.42018;-9.59815;33.5546622;-7.6313839;394.92214545707327;13:00;380.0;1;0;220.0
1;30.42018;-9.59815;33.5546622;-7.6313839;394.92214545707327;14:15;435.0;1;0;220.0
1;30.42018;-9.59815;33.5546622;-7.6313839;394.92214545707327;14:15;435.0;1;0;220.0
1;30.42018;-9.59815;33.5546622;-7.6313839;394.92214545707327;15:00;390.0;1;0;220.0
1;30.42018;-9.59815;31.6258257;-7.9891608;203.72381362026766;00:30;225.0;1;0;110.0
1;30.42018;-9.59815;31.6258257;-7.9891608;203.72381362026766;07:15;255.0;1;0;110.0
1;30.42018;-9.59815;31.6258257;-7.9891608;203.72381362026766;08:00;210.0;1;0;110.0
1;30.42018;-9.59815;31.6258257;-7.9891608;203.72381362026766;09:00;210.0;1;0;130.0
1;30.42018;-9.59815;31.6258257;-7.9891608;203.72381362026766;10:00;210.0;1;0;100.0
1;30.42018;-9.59815;31.6258257;-7.9891608;203.72381362026766;11:00;210.0;1;0;110.0
1;30.42018;-9.59815;31.6258257;-7.9891608;203.72381362026766;13:00;210.0;1;0;110.0
1;30.42018;-9.59815;31.6258257;-7.9891608;203.72381362026766;14:15;210.0;1;0;110.0
1;30.42018;-9.59815;31.6258257;-7.9891608;203.72381362026766;15:00;210.0;1;0;110.0
1;30.42018;-9.59815;31.6258257;-7.9891608;203.72381362026766;15:00;210.0;1;0;110.0
1;30.42018;-9.59815;31.6258257;-7.9891608;203.72381362026766;18:00;210.0;1;0;110.0
1;30.42018;-9.59815;35.617441;-5.274154;704.6605476533193;00:30;690.0;1;0;479.0
1;30.42018;-9.59815;33.8978116;-5.5319836;544.1636952424155;00:30;607.0;1;0;290.0
1;30.42018;-9.59815;33.8978116;-5.5319836;544.1636952424155;07:15;625.0;1;0;290.0
1;30.42018;-9.59815;33.8978116;-5.5319836;544.1636952424155;08:00;580.0;1;0;290.0
1;30.42018;-9.59815;33.8978116;-5.5319836;544.1636952424155;09:00;577.0;1;0;310.0
1;30.42018;-9.59815;33.8978116;-5.5319836;544.1636952424155;11:00;577.0;1;0;290.0
1;30.42018;-9.59815;33.8978116;-5.5319836;544.1636952424155;13:00;577.0;1;0;290.0
1;30.42018;-9.59815;33.8978116;-5.5319836;544.1636952424155;14:15;632.0;1;0;290.0
1;30.42018;-9.59815;33.8978116;-5.5319836;544.1636952424155;14:15;632.0;1;0;290.0
1;30.42018;-9.59815;33.8978116;-5.5319836;544.1636952424155;15:00;587.0;1;0;290.0
1;30.42018;-9.59815;33.9019849;-5.5460315;543.5588689370916;00:30;598.0;1;0;290.0
1;30.42018;-9.59815;33.9019849;-5.5460315;543.5588689370916;07:15;616.0;1;0;290.0
1;30.42018;-9.59815;33.9019849;-5.5460315;543.5588689370916;08:00;571.0;1;0;290.0
1;30.42018;-9.59815;33.9019849;-5.5460315;543.5588689370916;09:00;568.0;1;0;310.0
1;30.42018;-9.59815;33.9019849;-5.5460315;543.5588689370916;11:00;568.0;1;0;290.0
1;30.42018;-9.59815;33.9019849;-5.5460315;543.5588689370916;11:00;568.0;1;0;290.0
1;30.42018;-9.59815;33.9019849;-5.5460315;543.5588689370916;13:00;568.0;1;0;290.0
1;30.42018;-9.59815;33.6958383;-7.3893292;419.61993572272627;00:30;437.0;1;0;228.0
1;30.42018;-9.59815;33.6958383;-7.3893292;419.61993572272627;07:15;452.0;1;0;228.0
1;30.42018;-9.59815;33.6958383;-7.3893292;419.61993572272627;08:00;407.0;1;0;228.0
1;30.42018;-9.59815;33.6958383;-7.3893292;419.61993572272627;09:00;407.0;1;0;248.0
1;30.42018;-9.59815;33.6958383;-7.3893292;419.61993572272627;11:00;407.0;1;0;228.0
1;30.42018;-9.59815;33.6958383;-7.3893292;419.61993572272627;13:00;407.0;1;0;228.0
1;30.42018;-9.59815;33.6958383;-7.3893292;419.61993572272627;14:15;462.0;1;0;228.0
1;30.42018;-9.59815;33.6958383;-7.3893292;419.61993572272627;14:15;462.0;1;0;228.0
1;30.42018;-9.59815;33.6958383;-7.3893292;419.61993572272627;15:00;417.0;1;0;228.0
1;30.42018;-9.59815;35.183925;-2.9280038;817.942483520976;09:00;935.0;1;0;390.0
1;30.42018;-9.59815;34.677874;-1.929306;860.536703354273;07:15;648.0;1;0;297.0
1;30.42018;-9.59815;34.677874;-1.929306;860.536703354273;08:00;603.0;1;0;297.0
1;30.42018;-9.59815;33.9983119;-6.8542908;474.375596026329;00:30;469.0;1;0;248.0
1;30.42018;-9.59815;33.9983119;-6.8542908;474.375596026329;07:15;484.0;1;0;248.0
1;30.42018;-9.59815;33.9983119;-6.8542908;474.375596026329;08:00;439.0;1;0;248.0
1;30.42018;-9.59815;33.9983119;-6.8542908;474.375596026329;09:00;439.0;1;0;268.0
1;30.42018;-9.59815;33.9983119;-6.8542908;474.375596026329;11:00;439.0;1;0;248.0
1;30.42018;-9.59815;33.9983119;-6.8542908;474.375596026329;13:00;439.0;1;0;248.0
1;30.42018;-9.59815;33.9983119;-6.8542908;474.375596026329;14:15;494.0;1;0;248.0
1;30.42018;-9.59815;33.9983119;-6.8542908;474.375596026329;14:15;494.0;1;0;248.0
1;30.42018;-9.59815;33.9983119;-6.8542908;474.375596026329;15:00;449.0;1;0;248.0
1;30.42018;-9.59815;34.0385371;-6.8155282;480.08128067707224;00:30;474.0;1;0;248.0
1;30.42018;-9.59815;34.0385371;-6.8155282;480.08128067707224;07:15;489.0;1;0;248.0
1;30.42018;-9.59815;34.0385371;-6.8155282;480.08128067707224;08:00;444.0;1;0;248.0
1;30.42018;-9.59815;34.0385371;-6.8155282;480.08128067707224;09:00;444.0;1;0;268.0
1;30.42018;-9.59815;34.0385371;-6.8155282;480.08128067707224;11:00;444.0;1;0;248.0
1;30.42018;-9.59815;34.0385371;-6.8155282;480.08128067707224;13:00;444.0;1;0;248.0
1;30.42018;-9.59815;34.0385371;-6.8155282;480.08128067707224;14:15;499.0;1;0;248.0
1;30.42018;-9.59815;34.0385371;-6.8155282;480.08128067707224;14:15;499.0;1;0;248.0
1;30.42018;-9.59815;34.0385371;-6.8155282;480.08128067707224;15:00;454.0;1;0;248.0
1;30.42018;-9.59815;34.044889;-6.814017;480.74596204498346;00:30;483.0;1;0;249.0
1;30.42018;-9.59815;34.044889;-6.814017;480.74596204498346;07:15;498.0;1;0;249.0
1;30.42018;-9.59815;34.044889;-6.814017;480.74596204498346;08:00;453.0;1;0;249.0
1;30.42018;-9.59815;34.044889;-6.814017;480.74596204498346;09:00;453.0;1;0;269.0
1;30.42018;-9.59815;34.044889;-6.814017;480.74596204498346;11:00;453.0;1;0;249.0
1;30.42018;-9.59815;34.044889;-6.814017;480.74596204498346;13:00;453.0;1;0;249.0
1;30.42018;-9.59815;34.044889;-6.814017;480.74596204498346;14:15;508.0;1;0;249.0
1;30.42018;-9.59815;34.044889;-6.814017;480.74596204498346;14:15;508.0;1;0;249.0
1;30.42018;-9.59815;34.044889;-6.814017;480.74596204498346;15:00;463.0;1;0;249.0
1;30.42018;-9.59815;34.045;-6.807;481.11597921958;00:30;487.0;1;0;249.0
1;30.42018;-9.59815;34.045;-6.807;481.11597921958;07:15;502.0;1;0;249.0
1;30.42018;-9.59815;34.045;-6.807;481.11597921958;08:00;457.0;1;0;249.0
1;30.42018;-9.59815;34.045;-6.807;481.11597921958;09:00;457.0;1;0;269.0
1;30.42018;-9.59815;34.045;-6.807;481.11597921958;11:00;457.0;1;0;249.0
1;30.42018;-9.59815;34.045;-6.807;481.11597921958;13:00;457.0;1;0;249.0
1;30.42018;-9.59815;34.045;-6.807;481.11597921958;14:15;512.0;1;0;249.0
1;30.42018;-9.59815;34.045;-6.807;481.11597921958;14:15;512.0;1;0;249.0
1;30.42018;-9.59815;34.045;-6.807;481.11597921958;15:00;467.0;1;0;249.0
1;30.42018;-9.59815;33.90313;-5.37814;554.8473037768647;07:15;637.0;1;0;293.0
1;30.42018;-9.59815;33.90313;-5.37814;554.8473037768647;08:00;592.0;1;0;293.0
1;30.42018;-9.59815;33.002397;-7.619867;342.8158023551078;00:30;368.0;1;0;188.0
1;30.42018;-9.59815;33.002397;-7.619867;342.8158023551078;07:15;383.0;1;0;188.0
1;30.42018;-9.59815;33.002397;-7.619867;342.8158023551078;08:00;338.0;1;0;188.0
1;30.42018;-9.59815;33.002397;-7.619867;342.8158023551078;09:00;338.0;1;0;208.0
